segment_key,tau,coverage,late_rate,average_promised,average_actual,expected_cost,sample_count
d08_s07,0.9,1.0,0.0,14.432429340572817,12.406809769070492,2.0256195715023253,1.0
d08_s08,0.9,0.8333333333333334,0.16666666666666663,15.373747780495343,11.383131453801631,5.535758728991316,6.0
d08_s09,0.9,0.8,0.19999999999999996,16.88379525814721,15.002228764718954,3.098986975967381,5.0
d08_s10,0.9,0.5,0.5,18.138426721315035,17.021355179861736,5.267695662717406,8.0
d09_s01,0.9,1.0,0.0,14.77667256827071,11.902370372840616,2.8743021954300927,4.0
d09_s02,0.9,0.75,0.25,15.788339236180207,13.539076671499796,5.489606335121423,4.0
d09_s03,0.9,0.6666666666666666,0.33333333333333337,14.899929805875283,13.915507964449787,1.4311252492843234,3.0
d09_s04,0.9,0.6666666666666666,0.33333333333333337,15.74093749509968,13.99568757027714,2.1151626571940016,3.0
d09_s05,0.9,1.0,0.0,16.88056709143423,14.645174063489184,2.2353930279450456,1.0
d09_s06,0.9,1.0,0.0,18.068305364396473,14.296354327205547,3.7719510371909255,2.0
d09_s07,0.9,1.0,0.0,17.635130479780777,15.83509221208304,1.8000382676977333,7.0
d09_s08,0.9,1.0,0.0,17.752836182952812,13.623867931021659,4.128968251931154,2.0
d09_s09,0.9,0.6666666666666666,0.33333333333333337,18.802791195390174,16.318150838034843,7.201001738081096,3.0
d09_s10,0.9,0.7142857142857143,0.2857142857142857,21.412925641320744,19.206220366446605,3.4103874871003166,7.0
d10_s01,0.9,0.6666666666666666,0.33333333333333337,17.182830714405632,16.510575004916827,3.6463858352995007,3.0
d10_s02,0.9,0.75,0.25,17.266394887288453,13.320962453888654,4.1976447337206935,4.0
d10_s03,0.9,1.0,0.0,19.920637794066607,16.62382728911866,3.2968105049479446,5.0
d10_s04,0.9,1.0,0.0,22.088060285039006,20.133209214805035,1.954851070233973,2.0
d10_s05,0.9,0.8571428571428571,0.1428571428571429,21.22990310108043,17.318633055472784,4.304178377431316,7.0
d10_s06,0.9,0.75,0.25,19.776425995211415,17.97616939644364,2.826984117987391,4.0
d10_s07,0.9,0.8,0.19999999999999996,20.177787491482313,17.419818213230478,5.579964867819115,5.0
d10_s08,0.9,0.5,0.5,24.26520310676045,22.328762694841707,1.999056639529238,2.0
d10_s09,0.9,1.0,0.0,22.60004579441363,19.875275864782378,2.7247699296312553,3.0
d10_s10,0.9,1.0,0.0,25.64399934963671,22.267108136970254,3.3768912126664574,2.0
